iter	RMSE
561	492.0477037
562	492.0269892
563	492.0088437
564	491.9963596
565	491.9882116
566	491.9704223
567	491.9561539
568	491.9350851
569	491.9300968
570	491.9241908
571	491.9204457
572	491.9120996
573	491.8986498
574	491.8887844
575	491.8877711
576	491.8864524
577	491.8791011
578	491.8668342
579	491.8564249
580	491.8408417
581	491.831821
582	491.8258525
583	491.8064887
584	491.792459
585	491.7792589
586	491.7693923
587	491.7573019
588	491.7385807
589	491.7223588
590	491.71413
591	491.7041261
592	491.6908771
593	491.6660247
594	491.6647206
595	491.6637602
596	491.6510195
597	491.6390066
598	491.624058
599	491.6068183
600	491.5980765
601	491.578675
602	491.5777257
603	491.5577667
604	491.5475361
605	491.5338095
606	491.5224275
607	491.5105995
608	491.4903727
609	491.4806131
610	491.4648387
611	491.4502522
612	491.4365358
613	491.4340319
614	491.4203802
615	491.407467
616	491.3921923
617	491.3873175
618	491.3754219
619	491.3594942
620	491.352897
621	491.3519411
622	491.3387905
623	491.3237064
624	491.320571
625	491.3080216
626	491.2993693
627	491.2866891
628	491.2697357
629	491.2682058
630	491.265281
631	491.2618024
632	491.2608969
633	491.2549273
634	491.2486474
635	491.2424609
636	491.2302308
637	491.2217095
638	491.2122445
639	491.2024308
640	491.1755699
641	491.1614828
642	491.1454401
643	491.1445532
644	491.1436706
645	491.1379443
646	491.1217984
647	491.1120144
648	491.0928925
649	491.0792812
650	491.0710364
651	491.0487244
652	491.0391286
653	491.0272276
654	491.0155023
655	491.0104167
656	491.0004252
657	490.9909582
658	490.9900956
659	490.9799154
660	490.9710053
661	490.959723
662	490.9588692
663	490.9541223
664	490.9437838
665	490.937538
666	490.9167588
667	490.9056256
668	490.8931716
669	490.8923219
670	490.8708924
671	490.8636159
672	490.8607414
673	490.845479
674	490.836291
675	490.8225631
676	490.8096403
677	490.8088075
678	490.7953774
679	490.7774203
680	490.7765919
681	490.7606949
682	490.7518031
683	490.7453328
684	490.7330609
685	490.7116217
686	490.6920548
687	490.6824868
688	490.6773677
689	490.6765556
690	490.6619481
691	490.6552755
692	490.6427073
693	490.6345511
694	490.6249167
695	490.6194124
696	490.6102128
697	490.6029353
698	490.5928673
699	490.5766281
700	490.5713936
701	490.5588867
702	490.5580942
703	490.5408276
704	490.5326365
705	490.5161371
706	490.5153525
707	490.5086727
708	490.5022851
709	490.4930104
710	490.4883075
711	490.4782673
712	490.4769986
713	490.4632071
714	490.4624277
715	490.4499126
716	490.4415653
717	490.4286375
718	490.4274731
719	490.4267192
720	490.4213014
721	490.4149178
722	490.4045448
723	490.3985031
724	490.3859221
725	490.3826071
726	490.3755746
727	490.3548956
728	490.3445262
729	490.3185511
730	490.3074984
731	490.306754
732	490.3060133
733	490.2936549
734	490.2876338
735	490.2822228
736	490.2814898
737	490.2698835
738	490.2478954
739	490.240381
740	490.2396277
741	490.2190913
742	490.2086382
743	490.2000884
744	490.1842205
745	490.1622679
746	490.157096
747	490.1469228
748	490.1346982
749	490.1205733
750	490.1136991
751	490.1085122
752	490.1042058
753	490.0962702
754	490.0732162
755	490.0645474
756	490.0464385
757	490.0425156
758	490.0330023
759	490.0286761
760	490.020078
761	490.0027947
762	489.9920426
763	489.9838029
764	489.9788506
765	489.9711905
766	489.9580565
767	489.9525613
768	489.9454943
769	489.938484
770	489.9253255
771	489.9166858
772	489.9076302
773	489.8987255
774	489.8980285
775	489.8926114
776	489.8874682
777	489.8765004
778	489.857022
779	489.853803
780	489.8459848
781	489.8422619
782	489.8335998
783	489.8329218
784	489.8314866
785	489.8205827
786	489.8098435
787	489.802396
788	489.793943
789	489.7870287
790	489.7785719
791	489.7700573
792	489.7621671
793	489.7564643
794	489.7458746
795	489.7292397
796	489.7261483
797	489.7171176
798	489.7041708
799	489.7013525
800	489.6846429
801	489.6749227
802	489.6726004
803	489.6719574
804	489.6675957
805	489.6618474
806	489.6502603
807	489.6398818
808	489.6227646
809	489.6221345
810	489.6115881
811	489.6041333
812	489.5946551
813	489.5888331
814	489.5882135
815	489.5729923
816	489.5631322
817	489.5541551
818	489.5443346
819	489.5437243
820	489.5361569
821	489.5355521
822	489.5249437
823	489.5191567
824	489.5080436
825	489.5016103
826	489.4883032
827	489.4789281
828	489.4728066
829	489.4722076
830	489.4616034
831	489.4422436
832	489.4349963
833	489.4324882
834	489.4260409
835	489.425448
836	489.4153591
837	489.3975
838	489.39194
839	489.3830638
840	489.3764388
841	489.3578261
842	489.3506568
843	489.3475624
844	489.3380758
845	489.3324403
846	489.3214043
847	489.3089614
848	489.2925757
849	489.2707726
850	489.2579878
851	489.2445932
852	489.2369762
853	489.2295885
854	489.2170145
855	489.2119619
856	489.2032772
857	489.20094
858	489.1953381
859	489.1919992
860	489.1852094
861	489.1790585
862	489.1684684
863	489.1553805
864	489.1433625
865	489.1356451
866	489.1173092
867	489.1086262
868	489.1063684
869	489.0981503
870	489.0910536
871	489.0782378
872	489.0750867
873	489.0702706
874	489.0613573
875	489.0425331
876	489.0320162
877	489.0243718
878	489.0125361
879	489.0045275
880	488.9938948
881	488.9800336
882	488.9682357
883	488.9566783
884	488.9515829
885	488.9510272
886	488.9428214
887	488.9353201
888	488.9178151
889	488.9007535
890	488.8918037
891	488.8863703
892	488.8818404
893	488.870987
894	488.8631649
895	488.8560775
896	488.8534372
897	488.8331759
898	488.8255611
899	488.8134572
900	488.8031889
901	488.797211
902	488.7909719
903	488.7753562
904	488.7655328
905	488.7614795
906	488.7535911
907	488.7497413
908	488.7380586
909	488.727737
910	488.7272037
911	488.7081251
912	488.7075944
913	488.6945667
914	488.6875371
915	488.6699111
916	488.6585175
917	488.6490495
918	488.6414777
919	488.6403988
920	488.6229091
921	488.6135464
922	488.6083718
923	488.6022601
924	488.5934651
925	488.5867323
926	488.5784013
927	488.5692284
928	488.5530671
929	488.5403712
930	488.5330212
931	488.5310135
932	488.5161823
933	488.5034337
934	488.4854118
935	488.4742369
936	488.4686295
937	488.4577438
938	488.4572338
939	488.4470037
940	488.4365027
941	488.4272938
942	488.4205769
943	488.4149837
944	488.4090284
945	488.4060682
946	488.4055644
947	488.3960277
948	488.3913302
949	488.3883574
950	488.3769752
951	488.3724431
952	488.3628431
953	488.3472385
954	488.3413591
955	488.3312839
956	488.3248994
957	488.3118939
958	488.3039449
959	488.2967267
960	488.2847813
961	488.2743393
962	488.2709168
963	488.2664821
964	488.253531
965	488.2378532
966	488.2372462
967	488.2260095
968	488.2170095
969	488.208529
970	488.2028803
971	488.2024099
972	488.1930327
973	488.1807178
974	488.1660833
975	488.1602259
976	488.1521323
977	488.1492968
978	488.1392527
979	488.1292662
980	488.1252626
981	488.1192394
982	488.1111423
983	488.1070694
984	488.1006677
985	488.0934054
986	488.0844366
987	488.0752003
988	488.0658745
989	488.053394
990	488.0527675
991	488.0452817
992	488.0300151
993	488.0161319
994	488.0086954
995	487.9964742
996	487.9887574
997	487.9839832
998	487.9804438
999	487.9689164
